portes	NOUN	porte
ballon	NOUN	ballon
transparente	ADJ	transparent
femmes	NOUN	femme
cette	DET	ce
Caffarelli	PROPN	Caffarelli
délicate	ADJ	délicat
asseoir	VERB	asseoir
y	PRON	y
de	ADP	de
couleurs	NOUN	couleur
peu	ADV	peu
un	DET	un
.	PUNCT	.
esprit	NOUN	esprit
.	PUNCT	.
pensions	VERB	penser
des	ADP	de
un	PRON	un
.	PUNCT	.
contre	ADP	contre
.	PUNCT	.
elle	PRON	lui
en	ADP	en
observions	VERB	observer
,	PUNCT	,
la	DET	le
et	CCONJ	et
Caffarelli	PROPN	Caffarelli
,	PUNCT	,
la	DET	le
gonfle	VERB	gonfle
un	DET	un
propriétaire	NOUN	propriétaire
que	PRON	que
jusqu'	ADP	jusque
ses	DET	son
c'	PRON	ce
environ	ADV	environ
une	DET	un
Sylvia	PROPN	Sylvia
sous	ADP	sous
rien	PRON	rien
étais	AUX	être
Je	PRON	je
Alsace	PROPN	Alsace
à	ADP	à
et	CCONJ	et
autre	ADJ	autre
avec	ADP	avec
Nice	PROPN	Nice
état	NOUN	état
très	ADV	très
de	ADP	de
seul	ADJ	seul
désolation	NOUN	désolation
portait	VERB	porter
rejoindre	VERB	rejoindre
je	PRON	je
musique	NOUN	musique
lit	NOUN	lit
demande	VERB	demande
.	PUNCT	.
vendre	VERB	vendre
avenir	NOUN	avenir
et	CCONJ	et
Nous	PRON	nous
décor	NOUN	décor
nous	PRON	nous
contrastait	VERB	contraster
prêt	ADJ	prêt
un	DET	un
de	ADP	de
je	PRON	je
éclat	NOUN	éclat
un	DET	un
semblaient	VERB	sembler
les	DET	le
au	ADP	au
du	ADP	de
au	ADP	au
se	PRON	se
de	ADP	de
Et	CCONJ	et
aussi	ADV	aussi
pendant	ADP	pendant
Ma	DET	mon
cette	DET	ce
l'	DET	le
guitares	NOUN	guitare
Très	ADV	très
ma	DET	mon
Caffarelli	PROPN	Caffarelli
à	ADP	à
,	PUNCT	,
me	PRON	me
passé	NOUN	passé
après-midi	NOUN	après-midi
nous	PRON	nous
l'	DET	le
peur	NOUN	peur
elle	PRON	lui
la	DET	le
Villecourt	PROPN	Villecourt
de	ADP	de
,	PUNCT	,
,	PUNCT	,
qui	PRON	qui
sensation	NOUN	sensation
La	DET	le
allais	VERB	aller
ai	VERB	avoir
journaux	NOUN	journal
dimanche	NOUN	dimanche
d'	ADP	de
la	DET	le
à	ADP	à
le	DET	le
réveil	NOUN	réveil
,	PUNCT	,
bandoulière	NOUN	bandoulière
a	VERB	avoir
et	CCONJ	et
.	PUNCT	.
peu	ADV	peu
étranger	NOUN	étranger
m'	PRON	me
de	ADP	de
fin	NOUN	fin
.	PUNCT	.
.	PUNCT	.
petit	ADJ	petit
cœur	NOUN	cœur
J'	PRON	je
qui	PRON	qui
jours	NOUN	jour
d'	ADP	de
«	PUNCT	«
Je	PRON	je
quelquefois	ADV	quelquefois
ombres	NOUN	ombre
Je	PRON	je
Cimiez	PROPN	Cimiez
puis	CCONJ	puis
qui	PRON	qui
me	PRON	me
La	DET	le
cuir	NOUN	cuir
est	AUX	être
je	PRON	je
blanc	ADJ	blanc
que	SCONJ	que
couleurs	NOUN	couleur
à	ADP	à
d'	ADP	de
la	PRON	le
,	PUNCT	,
celui	PRON	celui
.	PUNCT	.
leur	DET	leur
sortir	VERB	sortir
chambre	NOUN	chambre
bout	NOUN	bout
rien	PRON	rien
la	DET	le
même	ADJ	même
et	CCONJ	et
Le	DET	le
après	ADP	après
rue	NOUN	rue
les	DET	le
matin	NOUN	matin
impression	NOUN	impression
je	PRON	je
voyais	VERB	voir
plainte	NOUN	plainte
rencontré	VERB	rencontrer
T.L.	PROPN	T.L.
Tout	PRON	tout
Je	PRON	je
ces	DET	ce
de	ADP	de
nous	PRON	nous
des	ADP	de
trouvions	VERB	trouver
nous	PRON	nous
que	SCONJ	que
jardin	NOUN	jardin
enchevêtrent	VERB	enchevêtrer
cette	DET	ce
en	ADP	en
assis	VERB	asseoir
même	ADJ	même
pas	ADV	pas
qui	PRON	qui
nôtre	NOUN	nôtre
faudrait	VERB	falloir
défilaient	VERB	défiler
noirs	ADJ	noir
suite	NOUN	suite
qu'	SCONJ	que
où	PRON	où
était	AUX	être
et	CCONJ	et
ma	DET	mon
dans	ADP	dans
un	DET	un
une	DET	un
les	DET	le
avait	AUX	avoir
cages	NOUN	cage
favorables	ADJ	favorable
,	PUNCT	,
film	NOUN	film
mène	VERB	mener
l'	DET	le
à	ADP	à
fois	NOUN	fois
trouver	VERB	trouver
et	CCONJ	et
les	DET	le
Neal	NOUN	neal
-	PROPN	-
serait	AUX	être
d'	ADP	de
Il	PRON	il
tombée	VERB	tomber
que	SCONJ	que
quel	DET	quel
contre	ADP	contre
en	ADP	en
Elle	PRON	lui
de	ADP	de
en	ADP	en
place	NOUN	place
terrasse	NOUN	terrasse
distend	VERB	distendre
d'	ADP	de
,	PUNCT	,
pension	NOUN	pension
instant	NOUN	instant
pour	ADP	pour
,	PUNCT	,
,	PUNCT	,
--	PUNCT	--
Azur	PROPN	Azur
Il	PRON	il
?	PUNCT	?
m'	PRON	me
,	PUNCT	,
de	ADP	de
,	PUNCT	,
augmente	VERB	augmente
d'	ADP	de
journaux	NOUN	journal
voix	NOUN	voix
à	ADP	à
,	PUNCT	,
avec	ADP	avec
un	DET	un
de	ADP	de
dimanche	NOUN	dimanche
une	DET	un
de	ADP	de
aux	ADP	à
Paris	PROPN	Paris
ai	VERB	avoir
la	DET	le
à	ADP	à
je	PRON	je
par	ADP	par
une	DET	un
et	CCONJ	et
Mais	CCONJ	mais
roulé	VERB	rouler
ai	AUX	avoir
et	CCONJ	et
vis	VERB	voir
lieux	NOUN	lieu
les	DET	le
impression	NOUN	impression
à	ADP	à
des	DET	un
.	PUNCT	.
.	PUNCT	.
meubles	NOUN	meuble
de	ADP	de
.	PUNCT	.
et	CCONJ	et
y	PRON	y
de	ADP	de
col	NOUN	col
parlait	VERB	parler
première	ADJ	premier
illusions	NOUN	illusion
bois	NOUN	bois
ajusté	ADJ	ajusté
continuaient	VERB	continuer
,	PUNCT	,
allais	VERB	aller
et	CCONJ	et
les	PRON	le
plus	ADV	plus
quand	SCONJ	quand
à	ADP	à
noué	VERB	nouer
à	ADP	à
de	ADP	de
,	PUNCT	,
femme	NOUN	femme
Il	PRON	il
cours	NOUN	cours
piège	NOUN	piège
avait	AUX	avoir
revers	NOUN	revers
nous	PRON	nous
prend	VERB	prendre
quelqu'	DET	quelque
nous	PRON	nous
moi	PRON	moi
l'	DET	le
pension	NOUN	pension
--	PUNCT	--
et	CCONJ	et
échoué	VERB	échouer
sous	ADP	sous
à	ADP	à
me	PRON	me
lit	NOUN	lit
.	PUNCT	.
et	CCONJ	et
donner	VERB	donner
ils	PRON	il
suivrais	VERB	suivre
Promenade	NOUN	promenade
Elle	PRON	lui
détachement	NOUN	détachement
avant	ADP	avant
importance	NOUN	importance
l'	DET	le
rien	PRON	rien
.	PUNCT	.
,	PUNCT	,
zinc	NOUN	zinc
clairs	ADJ	clair
en	ADP	en
jardin	NOUN	jardin
porte	NOUN	porte
devant	ADP	devant
.	PUNCT	.
cages	NOUN	cage
fin	NOUN	fin
nous	PRON	nous
vieil	ADJ	vieux
de	ADP	de
où	PRON	où
,	PUNCT	,
.	PUNCT	.
les	DET	le
.	PUNCT	.
d'	DET	d'
Je	PRON	je
revenais	VERB	revenir
à	ADP	à
,	PUNCT	,
si	SCONJ	si
l'	DET	le
Mais	CCONJ	mais
,	PUNCT	,
les	DET	le
le	DET	le
de	ADP	de
,	PUNCT	,
un	DET	un
soit	AUX	être
berçaient	VERB	bercer
j'	PRON	je
battant	VERB	battre
à	ADP	à
et	CCONJ	et
qui	PRON	qui
,	PUNCT	,
les	DET	le
Nice	PROPN	Nice
son	DET	son
imperméable	NOUN	imperméable
du	ADP	de
années	NOUN	année
où	PRON	où
je	PRON	je
même	ADJ	même
se	PRON	se
était	AUX	être
ne	ADV	ne
un	DET	un
,	PUNCT	,
la	DET	le
par	ADP	par
maintenant	ADV	maintenant
donnait	VERB	donner
immeubles	NOUN	immeuble
suis	AUX	être
du	ADP	de
ces	DET	ce
libre	ADJ	libre
me	PRON	me
cette	DET	ce
«	PUNCT	«
tristesse	NOUN	tristesse
époque	NOUN	époque
de	ADP	de
l'	DET	le
un	DET	un
la	DET	le
n'	ADV	n'
se	PRON	se
ainsi	ADV	ainsi
micro	NOUN	micro
de	ADP	de
un	DET	un
J'	PRON	je
bras	NOUN	bras
,	PUNCT	,
par	ADP	par
de	ADP	de
légèreté	NOUN	légèreté
,	PUNCT	,
moi	PRON	moi
d'	ADP	de
marécage	NOUN	marécage
.	PUNCT	.
rue	NOUN	rue
était	VERB	être
apparaissait	VERB	apparaître
feuilletais	VERB	feuilleter
de	ADP	de
une	DET	un
nous	PRON	nous
Sylvia	PROPN	Sylvia
avait	AUX	avoir
ignorais	VERB	ignorer
que	SCONJ	que
et	CCONJ	et
je	PRON	je
suivi	VERB	suivre
au	ADP	au
de	ADP	de
et	CCONJ	et
d'	ADP	de
ans	NOUN	an
lit	NOUN	lit
:	PUNCT	:
engluerais	VERB	engluer
sac	NOUN	sac
celle	PRON	celui
Tant	ADV	tant
mais	CCONJ	mais
en	ADP	en
Nice	PROPN	Nice
murs	NOUN	mur
une	DET	un
l'	DET	le
bordure	NOUN	bordure
les	DET	le
la	DET	le
souvent	ADV	souvent
me	PRON	me
nouveau	ADJ	nouveau
de	ADP	de
le	DET	le
pâtisserie	NOUN	pâtisserie
m'	PRON	me
De	ADP	de
souvent	ADV	souvent
refermer	VERB	refermer
Sylvia	PROPN	Sylvia
.	PUNCT	.
étais	AUX	être
sur	ADP	sur
rue	NOUN	rue
,	PUNCT	,
long	ADV	long
qui	PRON	qui
chambre	NOUN	chambre
sentiment	NOUN	sentiment
n'	ADV	n'
élégante	ADJ	élégant
escalier	NOUN	escalier
grâce	NOUN	grâce
grains	NOUN	grain
pluie	NOUN	pluie
,	PUNCT	,
Il	PRON	il
avait	AUX	avoir
qu'	SCONJ	que
la	DET	le
,	PUNCT	,
.	PUNCT	.
,	PUNCT	,
penchée	VERB	pencher
au	ADP	au
hiver	NOUN	hiver
le	DET	le
à	ADP	à
roman	NOUN	roman
seraient	AUX	être
J'	PRON	je
policier	ADJ	policier
l'	DET	le
fini	VERB	finir
Nous	PRON	nous
barreaux	NOUN	barreau
sommes	AUX	être
menton	NOUN	menton
.	PUNCT	.
d'	ADP	de
quand	SCONJ	quand
ai	VERB	avoir
les	DET	le
nous	PRON	nous
encore	ADV	encore
faufile	VERB	faufile
Elle	PRON	lui
les	DET	le
et	CCONJ	et
clair	ADJ	clair
pris	VERB	prendre
La	DET	le
sur	ADP	sur
ville	NOUN	ville
et	CCONJ	et
Caffarelli	PROPN	Caffarelli
dans	ADP	dans
préférions	VERB	préférer
gracile	ADJ	gracile
des	ADP	de
hasard	NOUN	hasard
soir	NOUN	soir
.	PUNCT	.
gens	NOUN	gens
voix	NOUN	voix
d'	ADP	de
un	PRON	un
:	PUNCT	:
,	PUNCT	,
entends	VERB	entendre
.	PUNCT	.
.	PUNCT	.
du	ADP	de
buvaient	VERB	boire
,	PUNCT	,
pâte	NOUN	pâte
Lorraine	PROPN	Lorraine
attendre	VERB	attendre
flotte	VERB	flotte
,	PUNCT	,
plusieurs	DET	plusieurs
.	PUNCT	.
me	PRON	me
sursaut	NOUN	sursaut
chercher	VERB	chercher
confondre	VERB	confondre
-elle	PRON	lui
,	PUNCT	,
j'	PRON	je
voisines	ADJ	voisin
savions	VERB	savoir
,	PUNCT	,
Le	DET	le
confiance	NOUN	confiance
autres	NOUN	autre
journée	NOUN	journée
mon	DET	mon
dans	ADP	dans
dans	ADP	dans
à	ADP	à
tous	ADJ	tout
qui	PRON	qui
du	ADP	de
pendant	ADP	pendant
Bonjour	PROPN	Bonjour
Les	DET	le
opérette	NOUN	opérette
le	DET	le
de	ADP	de
mais	CCONJ	mais
serait	AUX	être
à	ADP	à
l'	DET	le
La	DET	le
d'	ADP	de
dissipe	VERB	dissipe
endormi	VERB	endormir
refermant	VERB	refermer
la	DET	le
itinéraire	NOUN	itinéraire
lisait	VERB	lire
,	PUNCT	,
Terres	NOUN	terre
.	PUNCT	.
.	PUNCT	.
ville	NOUN	ville
Cette	DET	ce
avais	VERB	avoir
buste	NOUN	buste
les	DET	le
,	PUNCT	,
ressemble	VERB	ressemble
hommes	NOUN	homme
rue	NOUN	rue
,	PUNCT	,
si	SCONJ	si
.	PUNCT	.
la	DET	le
--	PUNCT	--
.	PUNCT	.
en	ADP	en
.	PUNCT	.
A	ADP	à
plus	ADV	plus
et	CCONJ	et
la	DET	le
la	DET	le
du	ADP	de
doute	NOUN	doute
ouvrir	VERB	ouvrir
et	CCONJ	et
cœur	NOUN	cœur
manteau	NOUN	manteau
aujourd'hui	ADV	aujourd'hui
l'	DET	le
plus	ADV	plus
A	ADP	à
Sylvia	PROPN	Sylvia
hangar	NOUN	hangar
longue	ADJ	long
et	CCONJ	et
avec	ADP	avec
,	PUNCT	,
pour	ADP	pour
je	PRON	je
silence	NOUN	silence
vieux	ADJ	vieux
parmi	ADP	parmi
.	PUNCT	.
,	PUNCT	,
un	DET	un
au	ADP	au
sur	ADP	sur
pluie	NOUN	pluie
toutes	ADJ	tout
pied	NOUN	pied
hiver	NOUN	hiver
Je	PRON	je
défiler	VERB	défiler
nous	PRON	nous
dont	PRON	dont
situation	NOUN	situation
ne	ADV	ne
,	PUNCT	,
faisais	VERB	faire
foulard	NOUN	foulard
à	ADP	à
de	ADP	de
,	PUNCT	,
des	ADP	de
.	PUNCT	.
.	PUNCT	.
qui	PRON	qui
à	ADP	à
retour	NOUN	retour
à	ADP	à
légère	ADJ	léger
le	DET	le
me	PRON	me
ces	DET	ce
,	PUNCT	,
la	DET	le
finirions	VERB	finir
un	DET	un
serait	AUX	être
rond	NOUN	rond
lendemain	NOUN	lendemain
était	AUX	être
imbibait	VERB	imbiber
d'	ADP	de
a	AUX	avoir
pluie	NOUN	pluie
pour	ADP	pour
du	ADP	de
,	PUNCT	,
à	ADP	à
,	PUNCT	,
Anglais	NOUN	anglais
que	SCONJ	que
beau	ADJ	beau
il	PRON	il
Croix	NOUN	croix
restions	VERB	rester
moi	PRON	moi
chambre	NOUN	chambre
calme	NOUN	calme
,	PUNCT	,
Anglais	NOUN	anglais
thé	NOUN	thé
continuait	VERB	continuer
nuit	NOUN	nuit
,	PUNCT	,
bientôt	ADV	bientôt
tables	NOUN	table
sans	ADP	sans
même	ADJ	même
Promenade	NOUN	promenade
Sylvia	PROPN	Sylvia
le	DET	le
appuyé	VERB	appuyer
.	PUNCT	.
le	DET	le
les	DET	le
journaux	NOUN	journal
Ce	DET	ce
aucune	DET	aucun
soir	NOUN	soir
nous	PRON	nous
signe	NOUN	signe
Elle	PRON	lui
la	DET	le
entendions	VERB	entendre
disait	VERB	dire
caractères	NOUN	caractère
d'	ADP	de
les	DET	le
angoisse	NOUN	angoisse
de	ADP	de
le	DET	le
fin	NOUN	fin
conférencier	NOUN	conférencier
sur	ADP	sur
la	DET	le
ne	ADV	ne
désormais	ADV	désormais
soixante	NUM	soixante
déambulaient	VERB	déambuler
leurs	NOUN	leurs
l'	DET	le
arrivée	NOUN	arrivée
gouttes	NOUN	goutte
boulevard	NOUN	boulevard
palmiers	NOUN	palmier
encore	ADV	encore
oiseaux	NOUN	oiseau
,	PUNCT	,
les	DET	le
hawaïennes	ADJ	hawaïen
nous	PRON	nous
tambouriner	VERB	tambouriner
son	DET	son
Le	DET	le
et	CCONJ	et
.	PUNCT	.
il	PRON	il
Je	PRON	je
gris	ADJ	gris
allure	NOUN	allure
me	PRON	me
jusqu'	ADP	jusque
pluie	NOUN	pluie
était	AUX	être
vêtue	VERB	vêtir
n'	ADV	n'
loin	ADV	loin
cause	NOUN	cause
bleu	ADJ	bleu
de	ADP	de
heure	NOUN	heure
aux	DET	aux
humidité	NOUN	humidité
vous	PRON	vous
ne	ADV	ne
Elle	PRON	lui
mur	NOUN	mur
,	PUNCT	,
ou	CCONJ	ou
la	DET	le
toute	ADJ	tout
-là	NOUN	-là
sur	ADP	sur
vite	ADV	vite
.	PUNCT	.
la	DET	le
j'	PRON	je
forme	NOUN	forme
d'	ADP	de
qu'	ADV	qu'
C'	PRON	ce
sous	ADP	sous
,	PUNCT	,
jusqu'	ADP	jusque
ici	ADV	ici
que	SCONJ	que
.	PUNCT	.
inscrit	VERB	inscrire
la	DET	le
à	ADP	à
manger	VERB	manger
film	NOUN	film
sur	ADP	sur
mon	DET	mon
les	DET	le
sentiment	NOUN	sentiment
Promenade	NOUN	promenade
terrasse	NOUN	terrasse
avons	AUX	avoir
à	ADP	à
nous	PRON	nous
ces	DET	ce
eux	PRON	lui
Rien	PRON	rien
Elle	PRON	lui
.	PUNCT	.
sais	VERB	savoir
,	PUNCT	,
Villecourt	PROPN	Villecourt
demandait	VERB	demander
,	PUNCT	,
les	PRON	le
me	PRON	me
à	ADP	à
que	SCONJ	que
à	ADP	à
protéger	VERB	protéger
reste	VERB	reste
.	PUNCT	.
reste	VERB	reste
raisonne	VERB	raisonne
jour	NOUN	jour
.	PUNCT	.
la	DET	le
tête	NOUN	tête
cuir	NOUN	cuir
de	ADP	de
en	ADP	en
.	PUNCT	.
sais	VERB	savoir
.	PUNCT	.
de	ADP	de
lentement	ADV	lentement
contre-jour	NOUN	contre-jour
qui	PRON	qui
.	PUNCT	.
je	PRON	je
bleus	ADJ	bleu
--	PUNCT	--
frôlant	VERB	frôler
café	NOUN	café
lumières	NOUN	lumière
a	VERB	avoir
avec	ADP	avec
à	ADP	à
irisé	VERB	iriser
j'	PRON	je
était	AUX	être
et	CCONJ	et
la	DET	le
de	ADP	de
sortir	VERB	sortir
Sainte-Anne	PROPN	Sainte-Anne
le	DET	le
et	CCONJ	et
il	PRON	il
allés	VERB	aller
après-midi	NOUN	après-midi
vieux	ADJ	vieux
d'	ADP	de
néons	NOUN	néon
Pacifique	PROPN	Pacifique
le	DET	le
éclater	VERB	éclater
,	PUNCT	,
kiosque	NOUN	kiosque
réveille	VERB	réveille
au	ADP	au
cette	DET	ce
.	PUNCT	.
partirions	VERB	partir
se	PRON	se
tellement	ADV	tellement
côte	NOUN	côte
odeur	NOUN	odeur
Et	CCONJ	et
au	ADP	au
finit	VERB	finir
,	PUNCT	,
plu	VERB	pleuvoir
cause	NOUN	cause
cette	DET	ce
.	PUNCT	.
Plus	ADV	plus
Au	ADP	au
j'	PRON	je
nuit	NOUN	nuit
?	PUNCT	?
les	DET	le
un	DET	un
...	PUNCT	...
pluie	NOUN	pluie
Non	ADV	non
un	DET	un
la	DET	le
la	DET	le
étape	NOUN	étape
à	ADP	à
chercher	VERB	chercher
chose	NOUN	chose
il	PRON	il
un	DET	un
,	PUNCT	,
Caffarelli	PROPN	Caffarelli
pourrir	VERB	pourrir
du	ADP	de
Sud	PROPN	Sud
répercutait	VERB	répercuter
»	PUNCT	»
était	AUX	être
avais	VERB	avoir
du	ADP	de
en	PRON	en
la	DET	le
,	PUNCT	,
Sainte-Anne	PROPN	Sainte-Anne
,	PUNCT	,
-elle	PRON	lui
Anglais	NOUN	anglais
par	ADP	par
un	DET	un
accent	NOUN	accent
craindre	VERB	craindre
présentait	VERB	présenter
très	ADV	très
drôle	ADJ	drôle
entre	ADP	entre
plus	ADV	plus
soirée	NOUN	soirée
y	PRON	y
.	PUNCT	.
Nous	PRON	nous
lumière	NOUN	lumière
,	PUNCT	,
vacillait	VERB	vaciller
ou	CCONJ	ou
commandé	VERB	commander
Rentrer	VERB	rentrer
le	DET	le
Alors	ADV	alors
de	ADP	de
du	ADP	de
depuis	ADP	depuis
de	ADP	de
des	ADP	de
,	PUNCT	,
client	NOUN	client
Elle	PRON	lui
sur	ADP	sur
Tout	PRON	tout
soir	NOUN	soir
souriait	VERB	sourire
Anglais	NOUN	anglais
pas	ADV	pas
.	PUNCT	.
«	PUNCT	«
sommes	AUX	être
qui	PRON	qui
Forum	NOUN	forum
de	ADP	de
démêler	VERB	démêler
à	ADP	à
place	NOUN	place
qu'	SCONJ	que
.	PUNCT	.
dirigé	VERB	diriger
pension	NOUN	pension
signe	NOUN	signe
soignée	ADJ	soigner
-	NUM	-
compris	VERB	comprendre
s'	PRON	se
s'	PRON	se
rencontre	NOUN	rencontre
trottoir	NOUN	trottoir
rendait	VERB	rendre
.	PUNCT	.
Anglais	NOUN	anglais
chaque	DET	chaque
-t	PRON	-t
une	DET	un
thé	NOUN	thé
de	ADP	de
nous	PRON	nous
avaient	AUX	avoir
le	DET	le
des	DET	un
chose	NOUN	chose
.	PUNCT	.
l'	DET	le
?	PUNCT	?
nous	PRON	nous
.	PUNCT	.
--	PUNCT	--
,	PUNCT	,
manière	NOUN	manière
entrer	VERB	entrer
lampadaires	NOUN	lampadaire
jouer	VERB	jouer
.	PUNCT	.
partie	NOUN	partie
douceur	NOUN	douceur
:	PUNCT	:
Certains	PRON	certains
,	PUNCT	,
des	ADP	de
pleuvait	VERB	pleuvoir
ici	ADV	ici
d'	ADP	de
Vers	ADP	vers
la	DET	le
toujours	ADV	toujours
tables	NOUN	table
la	DET	le
,	PUNCT	,
plus	ADV	plus
d'	ADP	de
demander	VERB	demander
rencontré	VERB	rencontrer
d'	ADP	de
un	DET	un
fois	NOUN	fois
est	AUX	être
les	DET	le
le	DET	le
J'	PRON	je
.	PUNCT	.
Nice	PROPN	Nice
,	PUNCT	,
dit	VERB	dire
de	ADP	de
en	PRON	en
notes	NOUN	note
le	DET	le
est	AUX	être
corses	ADJ	corse
égrenait	VERB	égrener
ne	ADV	ne
était	AUX	être
au	ADP	au
un	DET	un
Il	PRON	il
,	PUNCT	,
souriant	VERB	sourire
et	CCONJ	et
,	PUNCT	,
se	PRON	se
clients	NOUN	client
migraine	NOUN	migraine
l'	DET	le
ne	ADV	ne
,	PUNCT	,
Un	DET	un
.	PUNCT	.
le	DET	le
Si	SCONJ	si
,	PUNCT	,
.	PUNCT	.
pourrait	VERB	pouvoir
Ou	CCONJ	ou
comme	SCONJ	comme
l'	DET	le
était	AUX	être
côté	NOUN	côté
,	PUNCT	,
et	CCONJ	et
plus	ADV	plus
ma	DET	mon
un	DET	un
.	PUNCT	.
.	PUNCT	.
sans	ADP	sans
m'	PRON	me
premières	ADJ	premier
,	PUNCT	,
.	PUNCT	.
a	AUX	avoir
pas	ADV	pas
?	PUNCT	?
nous	PRON	nous
n'	ADV	n'
l'	DET	le
Ça	PRON	cela
,	PUNCT	,
zone	NOUN	zone
,	PUNCT	,
dit	VERB	dire
s'	PRON	se
Réponse	NOUN	réponse
retrouvés	VERB	retrouver
instrument	NOUN	instrument
la	DET	le
habitez	VERB	habiter
au	ADP	au
mot	NOUN	mot
il	PRON	il
tapait	VERB	taper
secret	NOUN	secret
nous	PRON	nous
.	PUNCT	.
garçons	NOUN	garçon
Ils	PRON	il
tapisserie	NOUN	tapisserie
Depuis	ADP	depuis
Neal	PROPN	Neal
comme	SCONJ	comme
sans	ADP	sans
la	DET	le
des	DET	un
son	DET	son
les	DET	le
qu'	SCONJ	que
les	DET	le
passage	NOUN	passage
,	PUNCT	,
y	PRON	y
café	NOUN	café
...	PUNCT	...
il	PRON	il
de	ADP	de
de	ADP	de
.	PUNCT	.
pluie	NOUN	pluie
l'	DET	le
une	DET	un
filets	NOUN	filet
-là	NOUN	-là
boire	VERB	boire
une	DET	un
avaient	AUX	avoir
la	DET	le
en	ADP	en
de	ADP	de
mémoire	NOUN	mémoire
la	DET	le
heures	NOUN	heure
à	ADP	à
?	PUNCT	?
d'	DET	d'
,	PUNCT	,
fait	VERB	faire
l'	DET	le
peu	ADV	peu
de	ADP	de
souriait	VERB	sourire
surlendemain	NOUN	surlendemain
--	PUNCT	--
figés	VERB	figer
Lui	PRON	lui
ne	ADV	ne
démarche	NOUN	démarche
Jamais	ADV	jamais
s'	SCONJ	s'
va	VERB	aller
se	PRON	se
est	AUX	être
en	ADP	en
,	PUNCT	,
qu'	SCONJ	que
eu	VERB	avoir
avait	AUX	avoir
de	ADP	de
de	ADP	de
et	CCONJ	et
la	DET	le
avec	ADP	avec
Il	PRON	il
quelques	DET	quelque
--	PUNCT	--
pas	ADV	pas
peu	ADV	peu
Promenade	NOUN	promenade
--	PUNCT	--
«	PUNCT	«
beaucoup	ADV	beaucoup
.	PUNCT	.
Vous	PRON	vous
Mais	CCONJ	mais
restions	VERB	rester
des	DET	un
est	AUX	être
années	NOUN	année
convient	VERB	convier
complètement	ADV	complètement
ambiance	NOUN	ambiance
plus	ADV	plus
à	ADP	à
marché	VERB	marcher
il	PRON	il
--	PUNCT	--
eu	VERB	avoir
quitté	VERB	quitter
venu	VERB	venir
long	ADJ	long
,	PUNCT	,
?	PUNCT	?
dîner	NOUN	dîner
de	ADP	de
Nous	PRON	nous
chose	NOUN	chose
à	ADP	à
cafés	NOUN	café
D'	ADP	de
verre	NOUN	verre
avait	AUX	avoir
ils	PRON	il
centaines	NOUN	centaine
non	ADV	non
occuper	VERB	occuper
spectaculaire	ADJ	spectaculaire
la	DET	le
depuis	ADP	depuis
a	AUX	avoir
:	PUNCT	:
la	DET	le
,	PUNCT	,
contraire	NOUN	contraire
pianiste	NOUN	pianiste
,	PUNCT	,
d'	ADP	de
me	PRON	me
ce	PRON	ce
vérifier	VERB	vérifier
leur	DET	leur
en	ADP	en
croupiers	NOUN	croupier
des	ADP	de
hochement	NOUN	hochement
elle	PRON	lui
Et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
sur	ADP	sur
,	PUNCT	,
.	PUNCT	.
immobiles	ADJ	immobile
de	ADP	de
de	ADP	de
soir	NOUN	soir
garçons	NOUN	garçon
bien	ADV	bien
,	PUNCT	,
tout	ADV	tout
soir	NOUN	soir
,	PUNCT	,
demander	VERB	demander
événements	NOUN	événement
n'	ADV	n'
attendu	VERB	attendre
...	PUNCT	...
idée	NOUN	idée
apporté	VERB	apporter
part	ADP	part
.	PUNCT	.
bout	NOUN	bout
soir	NOUN	soir
de	ADP	de
la	DET	le
Elle	PRON	lui
la	DET	le
du	ADP	de
un	PRON	un
auraient	AUX	avoir
si	SCONJ	si
attendions	VERB	attendre
fouiller	VERB	fouiller
de	ADP	de
La	DET	le
la	DET	le
des	DET	un
Neal	PROPN	Neal
Nice	PROPN	Nice
jours	NOUN	jour
bars	NOUN	bar
un	DET	un
Neal	PROPN	Neal
nous	PRON	nous
y	PRON	y
comme	ADP	comme
,	PUNCT	,
femme	NOUN	femme
savoir	VERB	savoir
depuis	ADP	depuis
de	ADP	de
et	CCONJ	et
revenait	VERB	revenir
qu'	SCONJ	que
.	PUNCT	.
Anglais	NOUN	anglais
premiers	ADJ	premier
,	PUNCT	,
a	AUX	avoir
que	SCONJ	que
fond	NOUN	fond
.	PUNCT	.
évasive	ADJ	évasif
autres	ADJ	autre
ailleurs	ADV	ailleurs
ont	AUX	avoir
de	ADP	de
et	CCONJ	et
sa	DET	son
moment	NOUN	moment
a	AUX	avoir
heure	NOUN	heure
moi	PRON	moi
fermeture	NOUN	fermeture
ce	PRON	ce
à	ADP	à
.	PUNCT	.
simplement	ADV	simplement
ne	ADV	ne
«	PUNCT	«
Ils	PRON	il
terme	NOUN	terme
Il	PRON	il
toujours	ADV	toujours
achevaient	VERB	achever
même	ADV	même
.	PUNCT	.
réfugiés	NOUN	réfugié
nous	PRON	nous
,	PUNCT	,
consommations	NOUN	consommation
long	ADJ	long
,	PUNCT	,
jours	NOUN	jour
cette	DET	ce
.	PUNCT	.
,	PUNCT	,
buvaient	VERB	boire
.	PUNCT	.
,	PUNCT	,
»	PUNCT	»
Et	CCONJ	et
-il	PRON	il
vers	ADP	vers
