étend	VERB	étendre
ils	PRON	il
chemins	NOUN	chemin
sérieuses	ADJ	sérieux
le	DET	le
était	VERB	être
se	PRON	se
sur	ADP	sur
en	ADP	en
ainsi	ADV	ainsi
de	ADP	de
et	CCONJ	et
tenaient	VERB	tenir
ombre	NOUN	ombre
.	PUNCT	.
surélevé	ADJ	surélever
granges	NOUN	grange
de	ADP	de
étroite	ADJ	étroit
connaissait	VERB	connaître
la	DET	le
comme	ADP	comme
«	PUNCT	«
simple	ADJ	simple
néon	NOUN	néon
sur	ADP	sur
de	ADP	de
fréquentations	NOUN	fréquentation
J'	PRON	je
jusqu'	ADP	jusque
d'	ADP	de
clocher	NOUN	clocher
en	ADP	en
,	PUNCT	,
champs	NOUN	champ
,	PUNCT	,
retourné	VERB	retourner
,	PUNCT	,
chien	NOUN	chien
par	ADP	par
retournait	VERB	retourner
arrête	VERB	arrête
sentait	VERB	sentir
droit	ADV	droit
,	PUNCT	,
joue	NOUN	joue
mère	NOUN	mère
mur	NOUN	mur
des	ADP	de
silhouette	NOUN	silhouette
mots	NOUN	mot
Une	DET	un
cinq	NUM	cinq
recomprime	VERB	recomprime
s'	PRON	se
«	PUNCT	«
mère	NOUN	mère
de	ADP	de
dit	VERB	dire
maintenant	ADV	maintenant
eux	PRON	lui
Les	DET	le
ne	ADV	ne
le	DET	le
Là	ADV	là
violente	ADJ	violent
vérifier	VERB	vérifier
la	DET	le
jour	NOUN	jour
ciel	NOUN	ciel
.	PUNCT	.
fond	NOUN	fond
qui	PRON	qui
expression	NOUN	expression
et	CCONJ	et
,	PUNCT	,
était	AUX	être
,	PUNCT	,
»	PUNCT	»
.	PUNCT	.
vide	ADJ	vide
la	DET	le
étalé	VERB	étaler
à	ADP	à
queue	NOUN	queue
des	ADP	de
et	CCONJ	et
eau	NOUN	eau
cour	NOUN	cour
et	CCONJ	et
grandes	ADJ	grand
me	PRON	me
,	PUNCT	,
plus	ADV	plus
Des	DET	un
bitume	NOUN	bitume
accommoder	VERB	accommoder
-	ADV	-
de	ADP	de
penchée	VERB	pencher
cortège	NOUN	cortège
fils	NOUN	fils
.	PUNCT	.
est	AUX	être
murs	NOUN	mur
.	PUNCT	.
présenté	VERB	présenter
est	AUX	être
qu'	SCONJ	que
téléphone	NOUN	téléphone
.	PUNCT	.
à	ADP	à
Ça	PRON	cela
bas	ADV	bas
autour	ADV	autour
élévation	NOUN	élévation
.	PUNCT	.
tableau	NOUN	tableau
bien	ADV	bien
aussi	ADV	aussi
larmes	NOUN	larme
temps	NOUN	temps
au	ADP	au
finit	VERB	finir
un	DET	un
pièce	NOUN	pièce
il	PRON	il
dirait	VERB	dire
le	DET	le
ne	ADV	ne
paume	NOUN	paume
:	PUNCT	:
c'	PRON	ce
son	DET	son
près	ADV	près
nue	ADJ	nu
échappées	NOUN	échappée
Quand	ADV	quand
gens	NOUN	gens
pour	ADP	pour
que	SCONJ	que
la	DET	le
que	SCONJ	que
des	ADP	de
on	PRON	on
du	ADP	de
y	PRON	y
caillou	NOUN	caillou
tout	PRON	tout
village	NOUN	village
avait	AUX	avoir
,	PUNCT	,
avais	VERB	avoir
les	DET	le
des	DET	un
et	CCONJ	et
recouvrant	VERB	recouvrir
la	DET	le
maisons	NOUN	maison
si	SCONJ	si
chaîne	NOUN	chaîne
encore	ADV	encore
le	DET	le
le	DET	le
Derrière	ADP	derrière
monsieur	NOUN	Monsieur
,	PUNCT	,
ne	ADV	ne
pour	ADP	pour
trop	ADV	trop
lentement	ADV	lentement
digue	NOUN	digue
venus	VERB	venir
libre	ADJ	libre
envoler	VERB	envoler
la	DET	le
bien	ADV	bien
...	PUNCT	...
champs	NOUN	champ
un	DET	un
aux	ADP	à
devant	ADP	devant
me	PRON	me
Pourtant	ADV	pourtant
vide	ADJ	vide
Je	PRON	je
la	DET	le
,	PUNCT	,
racler	VERB	racler
prenait	VERB	prendre
ne	ADV	ne
pays	NOUN	pays
sur	ADP	sur
vous	PRON	vous
suivait	VERB	suivre
ébranle	VERB	ébranle
sur	ADP	sur
charrette	NOUN	charrette
savait	VERB	savoir
inquiéter	VERB	inquiéter
aise	NOUN	aise
tendu	VERB	tendre
n'	ADV	n'
le	DET	le
était	AUX	être
j'	PRON	je
matin	NOUN	matin
à	ADP	à
marche	VERB	marche
relâchait	VERB	relâcher
.	PUNCT	.
remis	VERB	remettre
,	PUNCT	,
vieux	ADJ	vieux
donc	ADV	donc
nerveux	ADJ	nerveux
que	SCONJ	que
Alain	PROPN	Alain
des	ADP	de
,	PUNCT	,
,	PUNCT	,
les	DET	le
eu	VERB	avoir
vraiment	ADV	vraiment
d'	ADP	de
,	PUNCT	,
des	ADP	de
sa	DET	son
poteaux	NOUN	poteau
de	ADP	de
têtes	NOUN	tête
.	PUNCT	.
ici	ADV	ici
à	ADP	à
nous	PRON	nous
électriques	ADJ	électrique
les	DET	le
,	PUNCT	,
,	PUNCT	,
La	DET	le
pression	NOUN	pression
les	DET	le
c'	PRON	ce
argent	NOUN	argent
dressé	VERB	dresser
d'	ADP	de
rasée	VERB	raser
appuyant	VERB	appuyer
,	PUNCT	,
ailleurs	ADV	ailleurs
de	ADP	de
entrait	VERB	entrer
s'	PRON	se
pays	NOUN	pays
de	ADP	de
,	PUNCT	,
de	ADP	de
c'	PRON	ce
temps	NOUN	temps
se	PRON	se
lui	PRON	lui
plantés	VERB	planter
au	ADP	au
et	CCONJ	et
du	ADP	de
retenir	VERB	retenir
le	DET	le
raides	ADJ	raide
buter	VERB	buter
à	ADP	à
là	ADV	là
.	PUNCT	.
le	DET	le
.	PUNCT	.
frisson	NOUN	frisson
sur	ADP	sur
le	DET	le
gris	ADJ	gris
va	VERB	aller
aller	VERB	aller
une	DET	un
mer	NOUN	mer
,	PUNCT	,
vitrée	VERB	vitrer
avec	ADP	avec
lune	NOUN	lune
Je	PRON	je
.	PUNCT	.
dire	VERB	dire
lignes	NOUN	ligne
,	PUNCT	,
,	PUNCT	,
j'	PRON	je
par	ADP	par
sur	ADP	sur
en	ADP	en
ferme	ADJ	ferme
de	DET	de
a	VERB	avoir
on	PRON	on
lentement	ADV	lentement
m'	PRON	me
détournée	VERB	détourner
s'	PRON	se
ce	DET	ce
matin	NOUN	matin
celui	PRON	celui
et	CCONJ	et
,	PUNCT	,
,	PUNCT	,
penchée	VERB	pencher
,	PUNCT	,
hiver	NOUN	hiver
arrière	NOUN	arrière
elle	PRON	lui
Un	DET	un
bord	NOUN	bord
d'	ADP	de
sous	ADP	sous
à	ADP	à
Les	DET	le
Larges	ADJ	large
le	DET	le
doigts	NOUN	doigt
allonge	VERB	allonger
Son	DET	son
Chien	NOUN	chien
la	DET	le
il	PRON	il
pas	ADV	pas
ils	PRON	il
sent	VERB	sentir
le	DET	le
autour	ADV	autour
petites	ADJ	petit
le	DET	le
hauts	ADJ	haut
aurait	AUX	avoir
père	NOUN	père
un	DET	un
devant	ADP	devant
basses	ADJ	bas
:	PUNCT	:
veillent	VERB	veiller
,	PUNCT	,
pas	ADV	pas
,	PUNCT	,
de	ADP	de
linceul	NOUN	linceul
son	DET	son
passe	NOUN	passe
s'	PRON	se
en	PRON	en
les	PRON	le
verres	NOUN	verre
,	PUNCT	,
têtes	NOUN	tête
venais	VERB	venir
,	PUNCT	,
le	DET	le
de	ADP	de
surgit	VERB	surgir
,	PUNCT	,
sans	ADP	sans
,	PUNCT	,
qui	PRON	qui
,	PUNCT	,
est	AUX	être
quarante	NUM	quarante
même	ADJ	même
fer	NOUN	fer
d'	ADP	de
sont	AUX	être
,	PUNCT	,
,	PUNCT	,
arrivé	VERB	arriver
s'	PRON	se
le	DET	le
chose	NOUN	chose
qu'	SCONJ	que
est	AUX	être
quoi	PRON	quoi
était	AUX	être
de	ADP	de
il	PRON	il
:	PUNCT	:
ciel	NOUN	ciel
,	PUNCT	,
mains	NOUN	main
main	NOUN	main
ne	ADV	ne
droit	ADV	droit
fois	NOUN	fois
après	ADP	après
.	PUNCT	.
l'	DET	le
regarder	VERB	regarder
le	PRON	le
les	DET	le
le	DET	le
s'	PRON	se
s'	PRON	se
fer	NOUN	fer
j'	PRON	je
manche	NOUN	manche
des	DET	un
au	ADP	au
,	PUNCT	,
du	ADP	de
Tête	NOUN	tête
,	PUNCT	,
d'	ADP	de
nouveau	ADJ	nouveau
terre	NOUN	terre
Le	DET	le
lui-même	PRON	lui-même
remonte	VERB	remonte
,	PUNCT	,
que	SCONJ	que
on	PRON	on
mon	DET	mon
le	DET	le
vent	NOUN	vent
,	PUNCT	,
est	AUX	être
l'	DET	le
main	NOUN	main
toujours	ADV	toujours
dirait	VERB	dire
de	ADP	de
nom	NOUN	nom
imbibe	VERB	imbibe
détendus	VERB	détendre
avec	ADP	avec
avais	AUX	avoir
dos	NOUN	dos
ce	DET	ce
,	PUNCT	,
terre	NOUN	terre
rafales	NOUN	rafale
le	DET	le
ici	ADV	ici
.	PUNCT	.
au	ADP	au
ondulant	VERB	onduler
qui	PRON	qui
suffisait	VERB	suffire
ça	PRON	cela
par	ADP	par
de	ADP	de
une	DET	un
la	DET	le
fume	VERB	fume
.	PUNCT	.
double	ADJ	double
d'	ADP	de
ils	PRON	il
pris	VERB	prendre
fouet	NOUN	fouet
,	PUNCT	,
trait	NOUN	trait
Buée	NOUN	buée
coin	NOUN	coin
la	DET	le
chaque	DET	chaque
où	PRON	où
sur	ADP	sur
,	PUNCT	,
de	ADP	de
moi	PRON	moi
,	PUNCT	,
encore	ADV	encore
cessent	VERB	cesser
c'	PRON	ce
en	PRON	en
hurlent	VERB	hurler
et	CCONJ	et
la	DET	le
facilité	VERB	faciliter
parents	NOUN	parent
venelles	NOUN	venelle
terre	NOUN	terre
.	PUNCT	.
à	ADP	à
en	ADP	en
laissant	VERB	laisser
,	PUNCT	,
on	PRON	on
milieu	NOUN	milieu
hameau	NOUN	hameau
Mais	CCONJ	mais
choux	NOUN	chou
pas	ADV	pas
l'	DET	le
à	ADP	à
planche	NOUN	planche
indifférent	ADJ	indifférent
,	PUNCT	,
de	ADP	de
,	PUNCT	,
et	CCONJ	et
gris	ADJ	gris
cuisine	NOUN	cuisine
pas	ADV	pas
au	ADP	au
par	ADP	par
.	PUNCT	.
sèches	ADJ	sec
à	ADP	à
qui	PRON	qui
Un	DET	un
à	ADP	à
,	PUNCT	,
longue	ADJ	long
deuil	NOUN	deuil
on	PRON	on
nuage	NOUN	nuage
Juste	ADV	juste
vent	NOUN	vent
des	ADP	de
aie	AUX	avoir
tellement	ADV	tellement
posée	VERB	poser
cour	NOUN	cour
de	ADP	de
se	PRON	se
,	PUNCT	,
,	PUNCT	,
un	DET	un
derrière	ADP	derrière
un	DET	un
:	PUNCT	:
comme	SCONJ	comme
arrondit	VERB	arrondir
trop	ADV	trop
de	ADP	de
tout	ADJ	tout
auraient	AUX	avoir
bras	NOUN	bras
angles	NOUN	angle
la	DET	le
sur	ADP	sur
elle	PRON	lui
contraste	NOUN	contraste
les	DET	le
il	PRON	il
,	PUNCT	,
devant	NOUN	devant
et	CCONJ	et
d'	ADP	de
avait	VERB	avoir
cortège	NOUN	cortège
la	DET	le
par	ADP	par
vers	ADP	vers
vive	ADJ	vif
de	ADP	de
dissymétrique	ADJ	dissymétrique
condescendait	VERB	condescendre
à	ADP	à
mais	CCONJ	mais
,	PUNCT	,
à	ADP	à
parlait	VERB	parler
élastique	NOUN	élastique
face	NOUN	face
tendue	VERB	tendre
n'	ADV	n'
pouvez	VERB	pouvoir
vous	PRON	vous
le	DET	le
-là	PRON	-là
évidence	NOUN	évidence
elle	PRON	lui
temps	NOUN	temps
qui	PRON	qui
masques	NOUN	masque
vous	PRON	vous
pleureux	ADJ	pleureux
ne	ADV	ne
le	DET	le
arrosage	NOUN	arrosage
misère	NOUN	misère
le	DET	le
ces	DET	ce
.	PUNCT	.
les	DET	le
longueur	NOUN	longueur
elle	PRON	lui
ça	PRON	cela
surnom	NOUN	surnom
bicoque	NOUN	bicoque
,	PUNCT	,
quelqu'	PRON	quelqu'
loin	ADV	loin
eau	NOUN	eau
gros	ADJ	gros
au-dessus	ADV	au-dessus
la	DET	le
marais	NOUN	marais
,	PUNCT	,
encore	ADV	encore
sa	DET	son
comme	ADP	comme
saccades	NOUN	saccade
qui	PRON	qui
corps	NOUN	corps
la	DET	le
dame	NOUN	dame
«	PUNCT	«
me	PRON	me
coude	NOUN	coude
dans	ADP	dans
rideaux	NOUN	rideau
de	ADP	de
.	PUNCT	.
bougeant	VERB	bouger
magasin	NOUN	magasin
veut	VERB	vouloir
près	ADV	près
Une	DET	un
un	DET	un
le	DET	le
effleuriez	VERB	effleurer
Alain	PROPN	Alain
cheveux	NOUN	cheveu
qui	PRON	qui
de	ADP	de
un	DET	un
l'	DET	le
loin	ADV	loin
Alain	PROPN	Alain
l'	DET	le
pré	NOUN	pré
parmi	ADP	parmi
classées	VERB	classer
simplement	ADV	simplement
triturait	VERB	triturer
dit	VERB	dire
disjointe	VERB	disjoindre
que	SCONJ	que
et	CCONJ	et
loin	ADV	loin
puis	CCONJ	puis
étirant	VERB	étirer
gens	NOUN	gens
avec	ADP	avec
s'	PRON	se
appeler	VERB	appeler
marraine	NOUN	marraine
et	CCONJ	et
Une	DET	un
s'	PRON	se
affaires	NOUN	affaire
village	NOUN	village
Alain	PROPN	Alain
année	NOUN	année
devant	ADP	devant
cette	DET	ce
ou	CCONJ	ou
malades	ADJ	malade
charrette	NOUN	charrette
étroit	ADJ	étroit
on	PRON	on
dans	ADP	dans
les	DET	le
toujours	ADV	toujours
échantillons	NOUN	échantillon
vite	ADV	vite
»	PUNCT	»
pancarte	NOUN	pancarte
à	ADP	à
c'	PRON	ce
du	ADP	de
qu'	SCONJ	que
Le	DET	le
avec	ADP	avec
à	ADP	à
»	PUNCT	»
ça	PRON	cela
événements	NOUN	événement
,	PUNCT	,
gens	NOUN	gens
de	ADP	de
remuant	VERB	remuer
au	ADP	au
ciel	NOUN	ciel
seule	ADJ	seul
.	PUNCT	.
d'	ADP	de
dans	ADP	dans
le	DET	le
comme	ADP	comme
offerts	VERB	offrir
et	CCONJ	et
dans	ADP	dans
de	ADP	de
et	CCONJ	et
ce	PRON	ce
la	DET	le
vivent	VERB	vivre
orange	ADJ	orange
lèvres	NOUN	lèvre
son	DET	son
de	ADP	de
,	PUNCT	,
peau	NOUN	peau
On	PRON	on
comme	ADP	comme
brillante	ADJ	brillant
en	ADP	en
rose	ADJ	rose
débite	VERB	débite
qui	PRON	qui
sur	ADP	sur
mis	VERB	mettre
continuait	VERB	continuer
une	DET	un
longueur	NOUN	longueur
distances	NOUN	distance
et	CCONJ	et
ainsi	ADV	ainsi
La	DET	le
parlions	VERB	parler
ne	ADV	ne
était	AUX	être
(	PUNCT	(
oiseau	NOUN	oiseau
tout	ADJ	tout
dénudé	VERB	dénuder
de	ADP	de
brusquement	ADV	brusquement
un	DET	un
vient	VERB	venir
et	CCONJ	et
venu	VERB	venir
,	PUNCT	,
.	PUNCT	.
l'	DET	le
diminutifs	ADJ	diminutif
un	DET	un
illuminé	VERB	illuminer
mouchoir	NOUN	mouchoir
attraper	VERB	attraper
,	PUNCT	,
devant	ADV	devant
Rue	NOUN	rue
a	AUX	avoir
de	ADP	de
neuve	ADJ	neuf
mer	NOUN	mer
basse	ADJ	bas
,	PUNCT	,
tourne	VERB	tourne
répandus	VERB	répandre
L'	DET	le
vérité	NOUN	vérité
dame	NOUN	dame
plantées	VERB	planter
:	PUNCT	:
une	DET	un
,	PUNCT	,
je	PRON	je
Pottier	PROPN	Pottier
une	DET	un
pareille	ADJ	pareil
vocabulaire	NOUN	vocabulaire
besoin	NOUN	besoin
train	NOUN	train
de	ADP	de
on	PRON	on
arrière	ADJ	arrière
derrière	ADV	derrière
diesel	NOUN	diesel
que	ADV	que
n'	ADV	n'
gardent	VERB	garder
musique	NOUN	musique
à	ADP	à
le	DET	le
un	DET	un
de	ADP	de
vous	PRON	vous
d'	ADP	de
pas	ADV	pas
semblait	VERB	sembler
dans	ADP	dans
,	PUNCT	,
d'	ADP	de
élans	NOUN	élan
bâton	NOUN	bâton
retenir	VERB	retenir
considérées	VERB	considérer
le	DET	le
emmenait	VERB	emmener
-il	PRON	il
on	PRON	on
je	PRON	je
la	DET	le
dépossédait	VERB	déposséder
chacun	PRON	chacun
famille	NOUN	famille
,	PUNCT	,
étendue	NOUN	étendue
par	ADP	par
ceux	PRON	celui
ferme	NOUN	ferme
des	ADP	de
(	PUNCT	(
entier	ADJ	entier
chose	NOUN	chose
)	PUNCT	)
«	PUNCT	«
la	DET	le
sous	ADP	sous
plaisantait	VERB	plaisanter
sur	ADP	sur
plus	ADV	plus
mouvement	NOUN	mouvement
par	ADP	par
Les	DET	le
peut-être	ADV	peut-être
et	CCONJ	et
de	ADP	de
si	ADV	si
vers	ADP	vers
transplanté	VERB	transplanter
la	DET	le
ces	DET	ce
en	ADP	en
cérémonie	NOUN	cérémonie
tracteurs	NOUN	tracteur
,	PUNCT	,
n'	ADV	n'
...	PUNCT	...
salue	VERB	salue
rien	PRON	rien
la	DET	le
air	NOUN	air
prêt	ADJ	prêt
réservé	VERB	réserver
,	PUNCT	,
en	ADP	en
,	PUNCT	,
appelait	VERB	appeler
pas	ADV	pas
accrocher	VERB	accrocher
ce	PRON	ce
pour	ADP	pour
qui	PRON	qui
les	DET	le
»	PUNCT	»
,	PUNCT	,
et	CCONJ	et
flambant	ADJ	flambant
la	DET	le
une	DET	un
veille	VERB	veille
cabine	NOUN	cabine
que	PRON	que
se	PRON	se
---	PUNCT	---
qu'	SCONJ	que
non	ADV	non
amené	VERB	amener
d'	ADP	de
se	PRON	se
voix	NOUN	voix
«	PUNCT	«
acquiesce	VERB	acquiescer
le	DET	le
non	ADV	non
me	PRON	me
appelait	VERB	appeler
établissements	NOUN	établissement
retenues	VERB	retenir
,	PUNCT	,
,	PUNCT	,
disait	VERB	dire
mais	CCONJ	mais
qu'	PRON	qu'
aurait	VERB	avoir
encore	ADV	encore
main	NOUN	main
tirer	VERB	tirer
à	ADP	à
disais	VERB	dire
près	NOUN	prè
d'	ADP	de
surnoms	NOUN	surnom
et	CCONJ	et
m'	PRON	me
les	DET	le
d'	ADP	de
dont	PRON	dont
mal	ADV	mal
reflet	NOUN	reflet
ce	DET	ce
et	CCONJ	et
,	PUNCT	,
où	PRON	où
cou	NOUN	cou
Ça	PRON	cela
poids	NOUN	poids
d'	ADP	de
m'	PRON	me
bord	NOUN	bord
le	DET	le
déjà	ADV	déjà
Longue	ADJ	long
plaque	NOUN	plaque
